,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
298,64,Reindeer Freeway,Damien,Parker,73,Husband,Married,Male,Retired Illustrator,None,None
299,64,Reindeer Freeway,Debra,Parker,31,Daughter,Single,Female,Health and safety adviser,None,Methodist
300,65,Reindeer Freeway,Janet,Kirby,51,Head,Married,Female,Barrister,None,None
301,65,Reindeer Freeway,Craig,Kirby,48,Husband,Married,Male,Operational researcher,None,None
302,65,Reindeer Freeway,Wendy,Kirby,19,Daughter,Single,Female,University Student,None,None
303,65,Reindeer Freeway,Georgina,Kirby,19,Daughter,Divorced,Female,University Student,None,None
304,66,Reindeer Freeway,Lydia,Marsh,38,Head,Married,Female,Risk manager,None,Catholic
305,66,Reindeer Freeway,Tom,Marsh,43,Husband,Married,Male,Financial trader,None,Catholic
306,66,Reindeer Freeway,Maureen,Marsh,6,Daughter,NA,Female,Student,None,NA
307,67,Reindeer Freeway,Aimee,Gray,52,Head,Married,Female,Chartered legal executive (England and Wales),None,None
308,67,Reindeer Freeway,Robin,Gray,52,Husband,Married,Male,Associate Professor,None,None
309,67,Reindeer Freeway,Bryan,Gray,21,Son,Single,Male,University Student,None,None
310,68,Reindeer Freeway,Russell,Lyons,59,Head,Single,Male,Unemployed,None,None
311,68,Reindeer Freeway,Rachel,Lyons,25,Daughter,Single,Female,Advice worker,None,None
312,68,Reindeer Freeway,Rebecca,Lyons,22,Daughter,Divorced,Female,University Student,None,None
313,69,Reindeer Freeway,Charles,Evans,80,Head,Married,Male,"Retired Editor, magazine features",None,Christian
314,69,Reindeer Freeway,Teresa,Evans,84,Wife,Married,Female,"Retired Chemist, analytical",None,Christian
315,70,Reindeer Freeway,Norman,Jones,46,Head,Married,Male,Clinical molecular geneticist,None,Catholic
316,70,Reindeer Freeway,Pamela,Jones,42,Wife,Married,Female,Broadcast journalist,None,None
317,71,Reindeer Freeway,Alice,Carter,28,Head,Single,Female,"Therapist, sports",None,None
318,71,Reindeer Freeway,Geoffrey,Sutton,37,Partner,Single,Male,Chief Strategy Officer,None,None
319,72,Reindeer Freeway,Ruth,Roberts,34,Head,Married,Female,Politician's assistant,None,None
320,72,Reindeer Freeway,Wayne,Roberts,39,Husband,Married,Male,"Production assistant, radio",None,None
321,72,Reindeer Freeway,Charlene,Roberts,6,Daughter,NA,Female,Student,None,NA
322,73,Reindeer Freeway,Eileen,Tyler,40,Head,Married,Female,Fisheries officer,None,None
323,73,Reindeer Freeway,Gordon,Tyler,41,Husband,Married,Male,Sports administrator,None,None
324,73,Reindeer Freeway,Diana,Tyler,5,Daughter,NA,Female,Student,None,NA
325,74,Reindeer Freeway,Natalie,Miah,43,Head,Married,Female,Psychotherapist,None,Catholic
326,74,Reindeer Freeway,Ben,Miah,44,Husband,Married,Male,Paramedic,None,Catholic
327,74,Reindeer Freeway,Rosemary,Miah,6,Daughter,NA,Female,Student,None,NA
328,74,Reindeer Freeway,Dawn,Miah,2,Daughter,NA,Female,Child,None,NA
329,75,Reindeer Freeway,Maurice,Stokes,72,Head,Widowed,Male,Retired Patent attorney,None,Christian
330,76,Reindeer Freeway,Shannon,Giles,69,Head,Married,Female,Retired Art therapist,None,Christian
331,76,Reindeer Freeway,Marcus,Giles,71,Husband,Married,Male,Unemployed,None,Christian
332,76,Reindeer Freeway,Lewis,Giles,48,Son,Single,Male,Learning disability nurse,None,Christian
333,76,Reindeer Freeway,Rosemary,Giles,44,Daughter,Single,Female,"Restaurant manager, fast food",None,None
334,77,Reindeer Freeway,Abigail,Hancock,59,Head,Married,Female,Geoscientist,None,Methodist
335,77,Reindeer Freeway,Gerald,Hancock,61,Husband,Married,Male,Records manager,None,Methodist
336,77,Reindeer Freeway,Diana,Hancock,36,Daughter,Single,Female,"Surveyor, quantity",None,None
337,78,Reindeer Freeway,Annette,Taylor,39,Head,Divorced,Female,Insurance risk surveyor,None,None
338,78,Reindeer Freeway,Valerie,Taylor,6,Daughter,NA,Female,Student,None,NA
339,79,Reindeer Freeway,Vanessa,Cooper,40,Head,Married,Female,Theatre manager,None,Methodist
340,79,Reindeer Freeway,Mitchell,Cooper,39,Husband,Married,Male,"Engineer, petroleum",None,Methodist
341,79,Reindeer Freeway,Rachael,Cooper,16,Daughter,NA,Female,Student,None,NA
342,80,Reindeer Freeway,Nicola,Burton,52,Head,Married,Female,Control and instrumentation engineer,None,Christian
343,80,Reindeer Freeway,Toby,Burton,56,Husband,Married,Male,Bookseller,None,None
344,80,Reindeer Freeway,Marion,Burton,22,Daughter,Single,Female,University Student, ,None
345,80,Reindeer Freeway,Gregory,Burton,18,Son,Divorced,Male,Student,None,Christian
346,80,Reindeer Freeway,Aaron,Burton,14,Son,NA,Male,Student,None,NA
347,81,Reindeer Freeway,Nicole,Hunt,74,Head,Married,Female,Retired Trading standards officer,None,Christian
348,81,Reindeer Freeway,Adrian,Hunt,79,Husband,Married,Male,Retired Technical sales engineer,None,None
349,81,Reindeer Freeway,Reece,Hunt,39,Son,Divorced,Male,Unemployed,None,None
350,82,Reindeer Freeway,Pamela,Dale,42,Head,Married,Female,Company secretary,None,None
351,82,Reindeer Freeway,Kyle,Dale,43,Husband,Married,Male,"Pharmacist, community",None,None
352,82,Reindeer Freeway,Aimee,Dale,12,Daughter,NA,Female,Student,None,NA
353,83,Reindeer Freeway,Marie,Ali,48,Head,Married,Female,Public affairs consultant,None,None
354,83,Reindeer Freeway,Roger,Ali,51,Husband,Married,Male,Unemployed,None,None
355,83,Reindeer Freeway,Lisa,Ali,4,Daughter,NA,F,Child,None,NA
356,83,Reindeer Freeway,Steven,Ali,3,Son,NA,Male,Child,None,NA
357,84,Reindeer Freeway,Lynn,Davies,20,Head,Married,Female,University Student,None,None
358,84,Reindeer Freeway,Adam,Davies,23,Husband,Married,Male,Commercial art gallery manager,None,None
359,84,Reindeer Freeway,Tracey,Bartlett,34,Lodger,Single,Female,Warden/ranger,None,Catholic
360,84,Reindeer Freeway,Abbie,Mann,19,Lodger,Single,Female,University Student,None,Methodist
361,84,Reindeer Freeway,Julie,Powell,28,Lodger,Widowed,Female,"Buyer, industrial",None,None
362,85,Reindeer Freeway,Paige,Stewart,67,Head,Married,Female,Immigration officer,None,None
363,85,Reindeer Freeway,Jeffrey,Stewart,64,Husband,Married,Male,Writer,None,None
364,85,Reindeer Freeway,Joanna,Stewart,39,Daughter,Single,Female,Stage manager,None,None
365,86,Reindeer Freeway,Ruth,Roberts,61,Head,Married,Female,"Teacher, adult education",None,None
366,86,Reindeer Freeway,Leslie,Roberts,63,Husband,Married,Male,Land/geomatics surveyor,None,None
367,86,Reindeer Freeway,Jodie,Roberts,36,Daughter,Single,Female,"Engineer, electrical",None,None
368,86,Reindeer Freeway,Abbie,Roberts,34,Daughter,Single,Female,Hydrographic surveyor,None,None
369,87,Reindeer Freeway,Mohammed,Morris,22,Head,Married,Male,Camera operator,None,Catholic
370,87,Reindeer Freeway,Aimee,Morris,19,Wife,Married,Female,University Student,None,None
371,88,Reindeer Freeway,Benjamin,Taylor,47,Head,Single,Male,Dispensing optician,None,Sikh
372,88,Reindeer Freeway,Lucy,Peacock,45,Partner,Single,Female,"Biochemist, clinical",None,Sikh
373,88,Reindeer Freeway,Julia,Taylor,4,Daughter,NA,Female,Child,None,NA
374,89,Reindeer Freeway,Megan,Ingram,44,Head,Married,Female,Retail manager,None,Catholic
375,89,Reindeer Freeway,Ronald,Ingram,48,Husband,Married,Male,Retail banker,None,Catholic
376,89,Reindeer Freeway,Terry,Ingram,18,Son,Single,Male,Student,None,None
377,89,Reindeer Freeway,Owen,Ingram,16,Son,NA,Male,Student,None,NA
378,90,Reindeer Freeway,Bethany,Powell,62,Head,Married,Female,Wellsite geologist,None,Christian
379,90,Reindeer Freeway,Scott,Powell,61,Husband,Married,Male,Operational investment banker,None,None
380,90,Reindeer Freeway,Gail,Powell,16,Daughter,NA,Female,Student,None,NA
381,90,Reindeer Freeway,Marcus,Powell,12,Son,NA,Male,Student,None,NA
382,91,Reindeer Freeway,Lauren,O'Brien,65,Head,Widowed,Female,Unemployed,None,None
383,91,Reindeer Freeway,Kim,Page-O'Brien,28,Daughter,Divorced,Female,Site engineer,None,None
384,91,Reindeer Freeway,Kerry,Page-O'Brien,26,Daughter,Single,Female,Air traffic controller,None,None
385,92,Reindeer Freeway,Kate,Willis,49,Head,Divorced,Female,Clinical cytogeneticist,None,Christian
386,92,Reindeer Freeway,Patricia,Willis,22,Adopted Daughter,Divorced,Female,Unemployed,None,Christian
387,92,Reindeer Freeway,Martin,Willis,19,Son,Single,male,University Student,None,Christian
388,93,Reindeer Freeway,Brandon,Hughes,27,Head,Married,Male,"Engineer, control and instrumentation",None,None
389,93,Reindeer Freeway,Melanie,Hughes,21,Wife,Married,female,University Student,None,None
390,93,Reindeer Freeway,Patricia,Barker,20,Lodger,Single,Female,University Student,None,None
391,93,Reindeer Freeway,Antony,Owen,48,Lodger,Single,Male,Chief of Staff,None,Christian
392,94,Reindeer Freeway,Cheryl,Harris,24,Head,Single,Female,Cartographer,None,None
393,95,Reindeer Freeway,Scott,Jones,77,Head,Widowed,Male,Retired Warehouse manager,None,Christian
394,95,Reindeer Freeway,Zoe,Wilkinson,9,Granddaughter,NA,Female,Student,None,NA
395,96,Reindeer Freeway,Valerie,Harding,55,Head,Married,Female,Mechanical engineer,None,Christian
396,96,Reindeer Freeway,Richard,Harding,58,Husband,Married,Male,Education administrator,None,Christian
397,96,Reindeer Freeway,Abdul,Harding,7,Son,NA,Male,Student,None,NA
398,96,Reindeer Freeway,Gemma,Harding,5,Daughter,NA,Female,Student,None,NA
399,96,Reindeer Freeway,Denis,Harding,2,Son,NA,Male,Child,None,NA
400,97,Reindeer Freeway,Susan,Sheppard,45,Head,Married,Female,Armed forces training and education officer,None,Christian
401,97,Reindeer Freeway,Albert,Sheppard,44,Husband,Married,Male,Multimedia programmer,None,Christian
402,97,Reindeer Freeway,Shirley,Sheppard,17,Daughter,NA,Female,Student,None,NA
403,98,Reindeer Freeway,Jeffrey,Browne,78,Head,Married,Male,Retired Research scientist (physical sciences),None,None
404,98,Reindeer Freeway,Patricia,Browne,76,Wife,Married,Female,Retired Audiological scientist,None,None
405,99,Reindeer Freeway,Lynda,Smith,43,Head,Widowed,Female,Unemployed,None,None
406,99,Reindeer Freeway,Stephen,Smith,15,Son,NA,Male,Student,None,NA
407,99,Reindeer Freeway,Joel,Smith,15,Son,NA,male,Student,None,NA
408,100,Reindeer Freeway,Marilyn,Sanders,29,Head,Married,Female,"Engineer, broadcasting (operations)",None,Sikh
409,100,Reindeer Freeway,Jeremy,Sanders,28,Husband,Married,Male,Emergency planning/management officer,None,Sikh
410,100,Reindeer Freeway,Lydia,Sanders,4,Daughter,NA,Female,Child,None,NA
411,101,Reindeer Freeway,Dominic,Payne,30,Head,Single,Male,Chartered certified accountant,None,None
412,101,Reindeer Freeway,Marc,West,43,None,Single,Male,Furniture conservator/restorer,None,Muslim
413,101,Reindeer Freeway,Melanie,Akhtar,22,None,Single,Female,University Student,None,None
414,102,Reindeer Freeway,Hannah,Briggs,61,Head,Divorced,Female,Health physicist,None,Christian
415,103,Reindeer Freeway,Catherine,Sutton,51,Head,Married,Female,Secondary school teacher,None,Christian
416,103,Reindeer Freeway,Anthony,Sutton,55,Husband,Married,Male,Product/process development scientist,None,None
417,103,Reindeer Freeway,James,Sutton,11,Son,NA,Male,Student,None,NA
418,104,Reindeer Freeway,Rita,Newton,56,Head,Married,Female,Horticultural therapist,None,Christian
419,104,Reindeer Freeway,Darren,Newton,54,Husband,Married,Male,Sports development officer,None,None
420,104,Reindeer Freeway,Grace,Newton,23,Daughter,Divorced,Female,"Surveyor, hydrographic",None,Christian
421,105,Reindeer Freeway,Samuel,James,75,Head,Married,Male,Unemployed,None,None
422,105,Reindeer Freeway,Louise,James,72,Wife,Married,Female,Retired Equality and diversity officer,None,None
423,105,Reindeer Freeway,Amber,Holmes,17,Granddaughter,NA,Female,Student,None,NA
424,106,Reindeer Freeway,Jamie,Jones,97,Head,Married,Male,Retired Horticultural therapist,None,None
425,106,Reindeer Freeway,Linda,Jones,97,Wife,Married,Female,Retired Therapeutic radiographer,None,None
426,106,Reindeer Freeway,Ellie,French,29,None,Married,Female,Dentist,None,Catholic
427,106,Reindeer Freeway,Jeremy,French,33,None,Married,Male,Economist,None,None
428,106,Reindeer Freeway,Marion,Walker,1,None,NA,F,Child,None,NA
429,107,Reindeer Freeway,Sandra,Reid,31,Head,Married,Female,"Engineer, broadcasting (operations)",None,None
430,107,Reindeer Freeway,Malcolm,Reid,33,Husband,Married,Male,Patent attorney,None,None
431,108,Reindeer Freeway,Alan,Weston,29,Head,Married,Male,Garment/textile technologist,None,Muslim
432,108,Reindeer Freeway,Heather,Weston,29,Wife,Married,Female,"Accountant, chartered public finance",None,Muslim
433,109,Reindeer Freeway,Daniel,Bell,27,Head,Married,Male,Clothing/textile technologist,None,Muslim
434,109,Reindeer Freeway,Sylvia,Bell,32,Wife,Married,Female,Museum/gallery conservator,None,None
435,110,Reindeer Freeway,Georgia,Dean,39,Head,Married,Female,Ceramics designer,None,Methodist
436,110,Reindeer Freeway,Clive,Dean,42,Husband,Married,Male,"Teacher, adult education",None,Methodist
437,110,Reindeer Freeway,Craig,Dean,5,Son,NA,Male,Student,None,NA
438,111,Reindeer Freeway,Georgina,Hamilton,40,Head,Married,Female,"Therapist, art",None,None
439,111,Reindeer Freeway,Elliot,Hamilton,40,Husband,Married,Male,Catering manager,None,None
440,111,Reindeer Freeway,Christopher,Hamilton,16,Son,NA,Male,Student,None,NA
441,112,Reindeer Freeway,Clare,Burgess,49,Head,Married,Female,"Production assistant, television",None,None
442,112,Reindeer Freeway,Bruce,Burgess,48,Husband,Married,Male,Furniture conservator/restorer,None,None
443,112,Reindeer Freeway,Andrea,Burgess,12,Daughter,NA,Female,Student,None,NA
444,113,Reindeer Freeway,Charlene,Payne,58,Head,Married,Female,Medical physicist,None,Christian
445,113,Reindeer Freeway,Sam,Payne,65,Husband,Married,Male,Public house manager,None,Christian
446,113,Reindeer Freeway,Eileen,Payne,15,Daughter,NA,Female,Student,None,NA
447,114,Reindeer Freeway,Louise,Roberts,63,Head,Married,Female,Hydrogeologist,None,Christian
448,114,Reindeer Freeway,Jeffrey,Roberts,67,Husband,Married,Male,Television camera operator,None,None
449,114,Reindeer Freeway,Jade,Roberts,18,Daughter,Single,Female,Student,None,None
450,114,Reindeer Freeway,Kenneth,Roberts,14,Son,NA,Male,Student,None,NA
451,115,Reindeer Freeway,Brenda,Webb,64,Head,Married,Female,Unemployed,None,Christian
452,115,Reindeer Freeway,Joshua,Webb,65,Husband,Married,Male,"Education officer, museum",None,Christian
453,115,Reindeer Freeway,Malcolm,Webb,38,Son,Single,Male,Probation officer,None,Christian
454,115,Reindeer Freeway,Joseph,Webb,34,Son,Single,Male,Lawyer,None,None
455,116,Reindeer Freeway,Bernard,Holmes,23,Head,Married,Male,Petroleum engineer,None,Muslim
456,116,Reindeer Freeway,Alexandra,Sullivan,23,Wife,Married,female,Pensions consultant,None,Muslim
457,116,Reindeer Freeway,Declan,Smith,30,Lodger,Divorced,Male,Arts administrator,None,Catholic
458,117,Reindeer Freeway,Claire,Mason,59,Head,Married,Female,Brewing technologist,None,None
459,117,Reindeer Freeway,Gareth,Mason,61,Husband,Married,Male,"Psychologist, counselling",None,None
460,117,Reindeer Freeway,Tracy,Mason,39,Daughter,Single,Female,Ceramics designer,None,None
461,118,Reindeer Freeway,Anna,Taylor,50,Head,Married,Female,"Teacher, music",None,None
462,118,Reindeer Freeway,Matthew,Taylor,54,Husband,Married,Male,"Designer, ceramics/pottery",None,None
463,118,Reindeer Freeway,Grace,Taylor,32,Daughter,Single,Female,Purchasing manager,None,None
464,118,Reindeer Freeway,Beverley,Taylor,29,Daughter,D,Female,Intelligence analyst,None,None
465,118,Reindeer Freeway,Wendy,Taylor,8,Daughter,NA,Female,Student,None,NA
466,119,Reindeer Freeway,Rhys,Lewis,78,Head,Widowed,M,Retired Restaurant manager,None,Christian
467,120,Reindeer Freeway,Andrea,Thomas,52,Head,Married,Female,Higher education lecturer,None,Christian
468,120,Reindeer Freeway,Martin,Thomas,58,Husband,Married,Male,"Solicitor, Scotland",None,Christian
469,120,Reindeer Freeway,Anna,Thomas,21,Daughter,Single,Female,University Student,None,None
470,120,Reindeer Freeway,Edward,Thomas,18,Son,Single,Male,Student,None,Christian
471,120,Reindeer Freeway,Martyn,Thomas,15,Son,NA,Male,Student,None,NA
472,121,Reindeer Freeway,Jayne,McCarthy,49,Head,Single,Female,Purchasing manager,None,None
473,121,Reindeer Freeway,Katherine,McCarthy,14,Daughter,NA,Female,Student,None,NA
474,121,Reindeer Freeway,Hannah,McCarthy,12,Daughter,NA,Female,Student,None,NA
475,122,Reindeer Freeway,Georgia,Talbot,62,Head,Single,Female,Airline pilot,None,Christian
476,122,Reindeer Freeway,Francis,Singh,58,None,Single,Male,Commissioning editor,None,Methodist
477,122,Reindeer Freeway,Owen,Green,23,None,Single,Male,Advertising copywriter,None,None
478,123,Reindeer Freeway,Maureen,Fox,52,Head,Divorced,Female,Fine artist,None,Methodist
479,124,Reindeer Freeway,Abigail,Turner,49,Head,Single,Female,"Administrator, sports",None,Catholic
480,124,Reindeer Freeway,Russell,Hall,51,Partner,Single,Male,Herbalist,None,Catholic
481,124,Reindeer Freeway,Maurice,Turner,19,Son,Single,Male,University Student,Deaf,Catholic
482,124,Reindeer Freeway,Pauline,Turner,17,Daughter,NA,Female,Student,None,NA
483,124,Reindeer Freeway,Gerard,Turner,14,Son,NA,Male,Student,None,NA
484,125,Reindeer Freeway,Lucy,Newman,48,Head,Married,Female,Applications developer,None,None
485,125,Reindeer Freeway,Francis,Newman,54,Husband,Married,Male,Writer,None,None
486,125,Reindeer Freeway,Leon,Newman,28,Son,Single,Male,Industrial buyer,None,None
487,125,Reindeer Freeway,Michelle,Newman,1,Daughter,NA,Female,Child,None,NA
488,126,Reindeer Freeway,Georgina,Jones,37,Head,Married,f,Airline pilot,None,Methodist
489,126,Reindeer Freeway,Karl,Jones,38,Husband,Married,Male,Transport planner,None,Methodist
490,126,Reindeer Freeway,Luke,Jones,11,Son,NA,Male,Student,None,NA
491,127,Reindeer Freeway,Stephanie,Kelly,68,Head,W,Female,Retired Cartographer,None,Christian
492,127,Reindeer Freeway,Simon,Davies-Kelly,31,Son,Single,Male,Solicitor,None,Christian
493,127,Reindeer Freeway,Jack,Davies-Kelly,26,Son,Single,Male,Further education lecturer,None,Christian
494,127,Reindeer Freeway,Derek,Davies-Kelly,23,Son,Single,Male,Telecommunications researcher,None,None
495,128,Reindeer Freeway,Geraldine,Baxter,22,Head,Single,Female,University Student,None,Catholic
496,128,Reindeer Freeway,Marcus,Perry,62,None,Single,Male,Sport and exercise psychologist,None,Christian
497,128,Reindeer Freeway,Rosie,Thomas,28,None,Single,Female,"Merchandiser, retail",None,None
498,128,Reindeer Freeway,Norman,Hunter,18,None,Single,Male,Student,None,NA
